"UUID","source_cat","country","period","case_definition_original","metadata_description","metadata_url","metadata_steps"
"MOH-DOM-2010-W01-23","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-24","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-25","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-26","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-27","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-28","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-29","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-30","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-31","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-32","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-33","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-34","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-35","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-36","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-37","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-38","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-39","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-40","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-41","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-42","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-43","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-44","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-45","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-46","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-47","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-48","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-49","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-50","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-51","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-DOM-2010-W01-52","MOH","Dominican Republic","20072013","Probable","Dominican Republic epidemiological bulletin","https://digepisalud.gob.do/documentos-epidemiologicos/","Documents>epi bulletins>weekly bulletins>download zip file"
"MOH-ECU-2013-Y01-00","MOH","Ecuador","2013","Classical dengue + severe + deaths","Ecuador Boletín epidemiológico de Dengue","https://www.salud.gob.ec/","Search bar> Boletín epidemiológico de Dengue>search through pages and click 'print' under each webpage."
"MOH-Europe-20082023-Y01-00","MOH","Europe","20082023","Probable and confirmed","ECDC Surveillance Atlas of Infectious Diseases","https://atlas.ecdc.europa.eu/public/index.aspx","Dengue, Locally acquired cases, Reported cases"
"MOH-FJI-20112016-Y02-00","MOH","Fiji","20112016","Clinically confirmed cases","Fiji Health Status Report 2017","https://www.health.gov.fj/wp-content/uploads/2020/01/Health-Status-Report-2017.pdf","https://www.health.gov.fj/wp-content/uploads/2020/01/Health-Status-Report-2017.pdf"
"MOH-FJI-20122013-Y01-00","MOH","Fiji","20122013","Elisa confirmed cases","Fiji Dengue outbreak situation report","Reliefweb search (https://reliefweb.int/updates?advanced-search=%28PC17.PC67.PC90.PC94.PC108.PC132.PC151.PC157.PC167.PC171.PC176.PC178.PC183.PC185.PC189.PC204.PC215.PC232.PC233.PC239.PC249.PC252%29_%28DT4642%29_%28T4595%29_%28F10%29_%28DA20100101-20191231%29&search=dengue)",NA
"MOH-PYF-20132016-Y01-00","MOH","French Polynesia","20132016","Lab confirmed cases","French Polynesia Dengue outbreak situation report","https://www.pphsn.net/wp-content/uploads/2018/03/surv-PF-sem16-2016.pdf","p.2 third figure"
"MOH-GTM-20072012-Y01-00","MOH","Guatemala","20072012","Confirmed","Guatemala Indicadores basicos de salud","http://epidemiologia.mspas.gob.gt/","Information>Vital statistics>Reports 1999-2020> download each file and search within; Information>Vital statistics>Indicators> download each file and search within"
"MOH-GTM-2017-Y02-00","MOH","Guatemala","20172021","Dengue cases","Guatemala Situacion epidemiologica de Dengue, Chikungunya y Zika","https://epidemiologia.mspas.gob.gt/informacion/vigilancia-epidemiologica/salas-situacionales","situational rooms, arboviruses, download each epidemological annual summary"
"MOH-GTM-2018-Y02-01","MOH","Guatemala","20172021","Dengue cases","Guatemala Situacion epidemiologica de Dengue, Chikungunya y Zika","https://epidemiologia.mspas.gob.gt/informacion/vigilancia-epidemiologica/salas-situacionales","situational rooms, arboviruses, download each epidemological annual summary"
"MOH-GTM-2019-Y02-02","MOH","Guatemala","20172021","Dengue cases","Guatemala Situacion epidemiologica de Dengue, Chikungunya y Zika","https://epidemiologia.mspas.gob.gt/informacion/vigilancia-epidemiologica/salas-situacionales","situational rooms, arboviruses, download each epidemological annual summary"
"MOH-GTM-2020-Y02-03","MOH","Guatemala","20172021","Dengue cases","Guatemala Situacion epidemiologica de Dengue, Chikungunya y Zika","https://epidemiologia.mspas.gob.gt/informacion/vigilancia-epidemiologica/salas-situacionales","situational rooms, arboviruses, download each epidemological annual summary"
"MOH-GTM-2021-Y02-04","MOH","Guatemala","20172021","Dengue cases","Guatemala Situacion epidemiologica de Dengue, Chikungunya y Zika","https://epidemiologia.mspas.gob.gt/informacion/vigilancia-epidemiologica/salas-situacionales","situational rooms, arboviruses, download each epidemological annual summary"
"MOH-HKG-19942025-Y01-00","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-19942025-Y01-23","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases > scroll down to Statistics on Dengue fever > download monthly data for each year > local cases only"
"MOH-HKG-19942025-Y01-24","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases > scroll down to Statistics on Dengue fever > download monthly data for each year > local cases only"
"MOH-HKG-19942025-Y01-25","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases > scroll down to Statistics on Dengue fever > download monthly data for each year > local cases only"
"MOH-HKG-2002-Y01-01","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2003-Y01-02","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2004-Y01-03","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2005-Y01-04","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2006-Y01-05","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2007-Y01-06","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2008-Y01-07","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2009-Y01-08","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2010-Y01-09","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2011-Y01-10","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2012-Y01-11","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2013-Y01-12","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2014-Y01-13","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2015-Y01-14","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2016-Y01-15","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2017-Y01-16","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2018-Y01-17","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2019-Y01-18","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2020-Y01-19","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2021-Y01-20","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2022-Y01-21","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-HKG-2023-Y01-22","MOH","Hong Kong","19942025","Dengue fever (local)","Hong Kong Number of notifiable infectious diseases by month","https://www.chp.gov.hk/en/static/24012.html","Home > Statistics > Statistics on Communicable Diseases > Notifiable Infectious Diseases"
"MOH-IND-20152024-Y01-00","MOH","India","20152024","Dengue cases","DENGUE/DHF SITUATION IN INDIA","https://ncvbdc.mohfw.gov.in/index4.php?lang=1&level=0&linkid=431&lid=3715",NA
"MOH-IND-20152024-Y01-02","MOH","India","20152024","Dengue cases","DENGUE/DHF SITUATION IN INDIA","https://ncvbdc.mohfw.gov.in/index4.php?lang=1&level=0&linkid=431&lid=3715",NA
"MOH-IND-2022-Y01-01","MOH","India","20152024","Dengue cases","DENGUE/DHF SITUATION IN INDIA","https://ncvbdc.mohfw.gov.in/index4.php?lang=1&level=0&linkid=431&lid=3715",NA
"MOH-IDN-2005-Y01-00","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2006-Y01-01","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2007-Y01-02","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2008-Y01-03","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2009-Y01-04","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2010-Y01-05","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2011-Y01-06","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2012-Y01-07","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2013-Y01-08","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2014-Y01-09","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2015-Y01-10","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2016-Y01-11","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2017-Y01-12","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2018-Y01-13","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2019-Y01-14","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/","Download>data publication>data and information centre > health profile indoensia 2021"
"MOH-IDN-2020-Y01-15","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2021-Y01-16","MOH","Indonesia","20052021","DHF","Indonesia Annual health profile","https://www.kemkes.go.id/folder/view/01/structure-publikasi-pusdatin-profil-kesehatan.html (or google with ""Profil Kesehatan Indonesia 2004"")","Appendix Table 65a and 65b (2020, 2021); table 3.22 (2005-2009)"
"MOH-IDN-2022-Y02-00","MOH","Indonesia","2022","Number of Dengue cases","Deteksi Dini Demam Berdarah Dengue (DBD) Dan Pengendaliannaya di Indonesia Tahun 2023","https://kemkes.go.id/id/deteksi-dini-demam-berdarah-dengue-dbd-dan-pengendaliannya-di-indonesia-tahun-2023","https://kemkes.go.id/id/deteksi-dini-demam-berdarah-dengue-dbd-dan-pengendaliannya-di-indonesia-tahun-2023"
"MOH-JPN-2014-Y01-00","MOH","Japan","20142019","Dengue fever (local)","Japan MoH Surveillance data table","https://www-niid-go-jp.translate.goog/niid/ja/allarticles/surveillance/2270-idwr/nenpou/11637-idwr-nenpo2021.html?_x_tr_sl=auto&_x_tr_tl=ko&_x_tr_hl=en-US&_x_tr_pto=wapp","annual report - Table 2-1"
"MOH-JPN-20142019-Y02-00","MOH","Japan","20142019","Dengue fever (local)","Monthly number of notified dengue fever and dengue hemorrhagic fever cases, Jan 2014-Dec 2019, Japan","https://www.niid.go.jp/niid/en/basic-science/865-iasr/9916-484te.html","Figure 1"
"MOH-JPN-2019-Y01-01","MOH","Japan","20142019","Dengue fever (local)","Japan MoH Surveillance data table","https://www-niid-go-jp.translate.goog/niid/ja/allarticles/surveillance/2270-idwr/nenpou/11637-idwr-nenpo2021.html?_x_tr_sl=auto&_x_tr_tl=ko&_x_tr_hl=en-US&_x_tr_pto=wapp","annual report - Table 2-1"
"MOH-MYS-2009-Y01-00","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2010-Y01-01","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2011-Y01-02","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2012-Y01-03","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2013-Y01-04","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2014-Y01-05","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2015-Y01-06","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2016-Y01-07","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2017-Y01-08","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/","Publications>main MoH publications>petunjuk keishatan 2009-2018"
"MOH-MYS-2023-Y01-09","MOH","Malaysia","20092023","Number of dengue disease cases","Malaysia PETUNJUK KESIHATANHEALTH INDICATORS","https://www.moh.gov.my/index.php/pages/view/58?mid=19",NA
"MOH-MDV-2012-Y01-00","MOH","Maldives","20122020","Total (DF, DHF, DSS)","The Maldives Health Statistics","https://health.gov.mv/en/publications?category=14&page=2","Ministry of health > publications > statistics>Maldives Health Statistics"
"MOH-MDV-20122020-Y01-03","MOH","Maldives","20122020","Total (DF, DHF, DSS)","The Maldives Health Statistics","https://health.gov.mv/en/publications?category=14&page=2","Ministry of health > publications > statistics>Maldives Health Statistics"
"MOH-MDV-20122020-Y01-04","MOH","Maldives","20122020","Dengue","The Maldives Health Statistics","https://health.gov.mv/en/publications?category=14&page=2","Ministry of health > publications > statistics>Maldives Health Statistics"
"MOH-MDV-2013-Y01-01","MOH","Maldives","20122020","Total (DF, DHF, DSS)","The Maldives Health Statistics","https://health.gov.mv/en/publications?category=14&page=2","Ministry of health > publications > statistics>Maldives Health Statistics"
"MOH-MDV-2014-Y01-02","MOH","Maldives","20122020","Total (DF, DHF, DSS)","The Maldives Health Statistics","https://health.gov.mv/en/publications?category=14&page=2","Ministry of health > publications > statistics>Maldives Health Statistics"
"MOH-MDV-2020-Y01-05","MOH","Maldives","20122020","Dengue","The Maldives Health Statistics","https://health.gov.mv/en/publications?category=14&page=2","Ministry of health > publications > statistics>Maldives Health Statistics"
"MOH-MEX-2003-W01-01","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-02","MOH","Mexico","20032013","classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-03","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-04","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-05","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-06","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-07","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-08","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
"MOH-MEX-2003-W01-09","MOH","Mexico","20032013","Classical dengue + dhf","Mexico national epidemiological surveillance system (sistema nacional de vigilancia epidemiologica)","https://www.gob.mx/salud/archivo/documentos?order=DESC&page=236&tab=","Health sec>file, archive?documents"
